No,CATEGORY,shortDesc,description,finish,featured,fallback_image,SKU,Name,Dimensions,Weight,Stock,ImageUrl
300,Dining Room,,,Semi-Gloss Polish,FALSE,,SPMOSLP.8.23,MOSAIC DINING TABLE,250 Cm + 100 Cm + 4 Cm,100,0,https://drive.google.com/uc?export=view&id=1xIhfzuUdCkjRQw8Fes7jrfFD5fpEZJao
301,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.26.23,SLICE COFFEE TABLE,45 Cm + 40 Cm + 5 Cm,20,0,https://drive.google.com/uc?export=view&id=1fFAp0UOe2Z-_H0J5S72zVBvmEj3qWBVp
302,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.72.24,ROUND COFFEE TABLE,58 Cm + 51 Cm + 4 Cm,18,1,https://drive.google.com/uc?export=view&id=1U_oKKMerLzELk0r38iaucPtY0X6jNjBT
303,Dining Room,,,Semi-Gloss Polish,FALSE,,SPMOSLP.4.23,MOSAIC DINING TABLE,240 Cm + 100 Cm + 4 Cm,100,1,https://drive.google.com/uc?export=view&id=1CQsHej_3qez0FZ8WaEMgx3AzP9pUpK4r
304,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.69.24,ROUND COFFEE TABLE,54 Cm + 49 Cm + 4 Cm,16,1,https://drive.google.com/uc?export=view&id=1ZXvCyl0ohS7fqB8SlHUOLuqZnI0QM1IC
305,Furniture,,,Semi-Gloss Polish,FALSE,,SPMOSLP.5.23,AGATE DINING TABLE MOS,220 Cm + 100 Cm + 4 Cm,90,0,https://drive.google.com/uc?export=view&id=17qyYcQKJ_UZd2pk_0UizabMDVbq8LUJZ
306,Dining Room,,,Semi-Gloss Polish,FALSE,,SPMOSLP.6.23,MOSAIC DINING TABLE,220 Cm + 104 Cm + 4 Cm,98,1,https://drive.google.com/uc?export=view&id=1a0QRX4jqVsQgJEQi2zlA2Bq_K90Rr7kc
307,Furniture,,,Semi-Gloss Polish,FALSE,,2378.23,ROUND COFFEE TABLE,67 Cm + 55 Cm + 7 Cm,37,0,https://drive.google.com/uc?export=view&id=1XifnCEjM4ug3d9Vr3HuHb4erE41shZ5j
308,Dining Room,,,Semi-Gloss Polish,FALSE,,SPMOSLPN.001,MOSAIC DINING TABLE,240 Cm + 100 Cm + 4 Cm,102,1,https://drive.google.com/uc?export=view&id=1LyG9sGO6bgXgTrvvd48kUlqo4NWNzCkt
309,Furniture,,,Semi-Gloss Polish,FALSE,,CFPTN.023,ROUND COFFEE TABLE,65 Cm + 52 Cm + 5 Cm,29,0,https://drive.google.com/uc?export=view&id=1AcLr3h4sC4uY4lgCsRNpIdVAe0T_QHez
310,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPN.024,ROUND COFFEE TABLE,54 Cm + 50 Cm + 5 Cm,25,1,https://drive.google.com/uc?export=view&id=17yiDV6_wKBRmQGEXQghG8TqWhJY8xtgb
311,Dining Room,,,Semi-Gloss Polish,FALSE,,SPMOSTN.001,MOSAIC DINING TABLE,200 Cm + 100 Cm + 4 Cm,90,1,https://drive.google.com/uc?export=view&id=1WFLD07vf271NpOd9h7XkbcSfE7rkYGQk
312,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.424.24,ROUND COFFEE TABLE,110 Cm + 84 Cm + 6 Cm,113,0,https://drive.google.com/uc?export=view&id=1Zn3itYaOKB6JNK1auv42E_6WpsBEDfWD
313,Furniture,,,Semi-Gloss Polish,FALSE,,SBTPN.013,ROUND COFFEE TABLE,112 Cm + 84 Cm + 6 Cm,113,0,https://drive.google.com/uc?export=view&id=1LVBV6DRH1YyLvNdPjAusEuONSzdEYqRa
314,Furniture,,,Semi-Gloss Polish,FALSE,,SPTPJ.51.22,RECTA COFFEE TABLE JOINT,153 Cm + 62 Cm + 5 Cm,116,0,https://drive.google.com/uc?export=view&id=11r43TW6DFjfhcnY0RKfCDEo9KvX5EWNJ
315,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.437.24,ROUND COFFEE TABLE,111 Cm + 85 Cm + 7 Cm,116,1,https://drive.google.com/uc?export=view&id=1CeKKRYO6l4ITsQD6qyYDw8VwpcpVaGk2
316,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.441.24,ROUND COFFEE TABLE,110 Cm + 84 Cm + 7 Cm,111,1,https://drive.google.com/uc?export=view&id=1njwU0tI2aeBiK0cgFSZ6HoFVSGLL-Ohe
317,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.444.24,ROUND COFFEE TABLE,110 Cm + 87 Cm + 6.5 Cm,109,1,https://drive.google.com/uc?export=view&id=1JCPRvRNKezG1QuGVi_NoRIuGr9nyDEEP
318,Furniture,,,Semi-Gloss Polish,FALSE,,SPFPAR.006,CONSOLE AR,163 Cm + 30 Cm + 70 Cm,50,1,https://drive.google.com/uc?export=view&id=1I5IEkgUTDP_yCsDgtGInMhgSMoNQ0YmK
319,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.443.24,ROUND COFFEE TABLE,110 Cm + 85 Cm + 7 Cm,115,0,https://drive.google.com/uc?export=view&id=1nQ9y5CmyN1fNlafQfXaD3mIULtnD0NB2
320,Furniture,,,Semi-Gloss Polish,FALSE,,SPFPAR.007,CONSOLE AR,162 Cm + 30 Cm + 72 Cm,50,1,https://drive.google.com/uc?export=view&id=1Gl1hSTU4YRM5CKHY1-eFi9UGJFdMXIKW
321,Furniture,,,Semi-Gloss Polish,FALSE,,442.24,ROUND COFFEE TABLE,110 Cm + 83 Cm + 7 Cm,110,0,https://drive.google.com/uc?export=view&id=1MhpitKHBNOt-Jd9BsYV16EGgyyjgVhW7
322,Furniture,,,Semi-Gloss Polish,FALSE,,SPFP.71.22,DINING TABLE FULL POLISH,378 Cm + 124 Cm + 8 Cm,833,0,https://drive.google.com/uc?export=view&id=15FOAP1nmMrD1LPz_725O09pCgGLqE25m
323,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.142.21,ROUND COFFEE TABLE,54 Cm + 43 Cm + 4 Cm,25,1,https://drive.google.com/uc?export=view&id=1DOmBqHlN7U0UeYj7P5JLwGX0mReMx7JX
324,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.1320.21,ROUND COFFEE TABLE,58 Cm + 50 Cm + 5 Cm,26,-1,https://drive.google.com/uc?export=view&id=16kLpHdwDTWGFrcZnMYY--lOwdfXnjh-q
325,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.133.24,CONSOLE TOP POLISH,207 Cm + 45 Cm + 4 Cm,92,0,https://drive.google.com/uc?export=view&id=1fLdUOZSSJ5pt6iNzx3Ce9j_hEVcmyTH8
326,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.1165.22,ROUND COFFEE TABLE,78 Cm + 67 Cm + 5 Cm,49,0,https://drive.google.com/uc?export=view&id=1DQa4SXpPpSgDnyYLJkOjQb5Pso0S1YDZ
327,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.511.22,ROUND COFFEE TABLE,78 Cm + 70 Cm + 4 Cm,42,0,https://drive.google.com/uc?export=view&id=1Ln8GGDqsdgTOpfPr25iB_lC-E83Qcu5b
328,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.413.22,ROUND COFFEE TABLE,77 Cm + 74 Cm + 4 Cm,38,0,https://drive.google.com/uc?export=view&id=1D0NsX9ZEI80t8j27gr2sbTVoXbn_79PA
329,Dining Room,,,Semi-Gloss Polish,FALSE,,SPTPJ.32.23,DINING TABLE,409 Cm + 140 Cm + 6 Cm,780,1,https://drive.google.com/uc?export=view&id=1G4NooIgX34b_VFNzQKep24kkeCBdGumQ
330,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.1393.22,ROUND COFFEE TABLE,54 Cm + 53 Cm + 4.5 Cm,23,0,https://drive.google.com/uc?export=view&id=1lkm0TQirRXl89zlBZywn8kPEt9P6_lWw
331,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPN.025,ROUND COFFEE TABLE,61 Cm + 51 Cm + 4 Cm,25,1,https://drive.google.com/uc?export=view&id=1m0vIWju844_jNCUAPElLlnW7MjmNaTsr
332,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.339.22,CONSOLE TOP POLISH,220 Cm + 70 Cm + 6 Cm,150,1,https://drive.google.com/uc?export=view&id=1yhz3sjW9wNjXyalQ1GguMLAvfitN5as0
333,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.1378.22,ROUND COFFEE TABLE,83 Cm + 58 Cm + 6 Cm,51,1,https://drive.google.com/uc?export=view&id=14hfwinFnlHqRcA7ROAIoj1d3PzHlJVmd
334,Furniture,,,Semi-Gloss Polish,FALSE,,SBTPN.014,ROUND COFFEE TABLE,95 Cm + 63 Cm + 6 Cm,65,0,https://drive.google.com/uc?export=view&id=1q91dBnM1nv_caeG56hiMQcVrItyDfErM
335,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.314.23,CONSOLE TOP POLISH,203 Cm + 62 Cm + 5 Cm,143,1,https://drive.google.com/uc?export=view&id=1asv7VvB_mYTPy5zW8uBwudMdjnSAc-m2
336,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.403.19,ROUND COFFEE TABLE,131 Cm + 69 Cm + 7 Cm,116,0,https://drive.google.com/uc?export=view&id=1KjehDPR-mBU1PfEhy2ymaCDDW3mMbNyT
337,Furniture,,,Semi-Gloss Polish,FALSE,,SPFPJ.36.22,CONSOLE FULL POLISH,200 Cm + 45 Cm + 5 Cm,124,1,https://drive.google.com/uc?export=view&id=1H2s_7371uXBvA3UYzYOT2NGwJUf5uvkG
338,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.402.19,ROUND COFFEE TABLE,113 Cm + 69 Cm + 7.5 Cm,115,0,https://drive.google.com/uc?export=view&id=1C5VC5YhLBe1Dd_haP3AR0EuGr4F65lqf
339,Furniture,,,Semi-Gloss Polish,FALSE,,407.19,ROUND COFFEE TABLE,127 Cm + 70 Cm + 8 Cm,115,0,https://drive.google.com/uc?export=view&id=1nSFylFgemNOI8gvuKnmDuoaXSi22jqma
340,Living Room,,,Semi-Gloss Polish,FALSE,,SPFP.85.24,RECTA COFFEE TABLE,130 Cm + 100 Cm + 7 Cm,216,1,https://drive.google.com/uc?export=view&id=1b2V-4dVO4h4PZTLgcLOJ1SKhGybmvAkN
341,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.404.19,ROUND COFFEE TABLE,132 Cm + 70 Cm + 8 Cm,131,1,https://drive.google.com/uc?export=view&id=173rE0mawA3fgMaXUwcK3c8jnOLPnNQHk
342,Furniture,,,Semi-Gloss Polish,FALSE,,SBFP.4.24,ROUND COFFEE TABLE,115 Cm + 65 Cm + 6 Cm,89,0,https://drive.google.com/uc?export=view&id=1KlJb3uCp8fjF9sSFRcPfvVQZcqL1VKqd
343,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.95.22,CONSOLE TOP POLISH,203 Cm + 51 Cm + 6 Cm,133,1,https://drive.google.com/uc?export=view&id=1NKCoYLGbsicvLJIYZe9irpet3NWC4BFF
344,Furniture,,,Semi-Gloss Polish,FALSE,,SBFP.5.24,ROUND COFFEE TABLE,113 Cm + 77 Cm + 6 Cm,86,0,https://drive.google.com/uc?export=view&id=1hRIH-VQOxdvkyrnkDTB8xMWiNvvksJM_
345,Dining Room,,,Semi-Gloss Polish,TRUE,,SPTP.151.23,DINING TABLE,321 Cm + 142 Cm + 8 Cm,753,1,https://drive.google.com/uc?export=view&id=1LbqzmqtgY-Enaodt_GwzyNRtcTFcK7i6
346,Furniture,,,Semi-Gloss Polish,FALSE,,SPFPAR.008,CONSOLE AR,160 Cm + 30 Cm + 72 Cm,48,1,https://drive.google.com/uc?export=view&id=1pUULJfU5dDrY1io_Fyk6-HoFp4owIkxx
347,Living Room,,,Semi-Gloss Polish,FALSE,,SPMOSLP.1.23,MOSAIC RECTA COFFEE TABLE,120 Cm + 80 Cm + 4 Cm,38,1,https://drive.google.com/uc?export=view&id=1MPGvZb0gnJQP9kcpS_Qbj5v25YAmXG2g
348,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.315.23,RECTA COFFEE TABLE,204 Cm + 69 Cm + 5 Cm,168,0,https://drive.google.com/uc?export=view&id=18sPQjtQaQvfI8KGOy2Fz9Vst2ygId34b
349,Living Room,,,Semi-Gloss Polish,TRUE,,SBTPN.015,TRAVERTINE COFFEE TABLE,221 Cm + 164 Cm + 10 Cm,725,1,https://drive.google.com/uc?export=view&id=1fk2hF6KTfCchP5bZx4rJPdEKeLW9dbZ1
350,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPN.016,TRAVERTINE COFFEE TABLE,233 Cm + 132 Cm + 10 Cm,750,1,https://drive.google.com/uc?export=view&id=1URp3i12lGjfyNBOYTenGhtOyeoDTzqXy
351,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPKN.001,PALM SIDE TABLE,43 Cm + 36 Cm + 3 Cm,9,1,https://drive.google.com/uc?export=view&id=1_sfQrgATFyyOImuDS0pCrLTbJVAt16_W
352,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.17.23,PALM SIDE TABLE,49 Cm + 38 Cm + 3 Cm,10,0,https://drive.google.com/uc?export=view&id=1U5dPiIi98t3500z1qMRBhBvx1RMg06b2
353,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPKN.002,PALM SIDE TABLE,46 Cm + 42 Cm + 2 Cm,7,1,https://drive.google.com/uc?export=view&id=1fbAjm-PXJ7fEsftNTIjzR8s5rQulFGcS
354,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.11.23,PALM SIDE TABLE,45 Cm + 32 Cm + 2 Cm,7,1,https://drive.google.com/uc?export=view&id=1sLKkorctsFxbYVza-TXBLmqtpwqRNE02
355,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPKN.003,PALM COFFEE TABLE,47 Cm + 46 Cm + 5 Cm,19,1,https://drive.google.com/uc?export=view&id=134XfhlzdsiCG3l3jvG-549zFuanbsuu6
356,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.13.23,PALM COFFEE TABLE,47 Cm + 44 Cm + 4.5 Cm,15,1,https://drive.google.com/uc?export=view&id=1AfUzIdFScwGq8jYtdnqyloMUmVOItrfZ
357,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.10.23,PALM COFFEE TABLE,46 Cm + 43 Cm + 3.5 Cm,10,1,https://drive.google.com/uc?export=view&id=1exvI6UsO5tRab3nnLijt3RBcCt1ZFIQP
358,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.9.23,PALM COFFEE TABLE,50 Cm + 49 Cm + 4 Cm,15,1,https://drive.google.com/uc?export=view&id=1Ppv5VE0n1GUDbANnEBEgk5qCdvMI-3El
359,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.456.24,PALM COFFEE TABLE,49 Cm + 42 Cm + 4.5 Cm,14,1,https://drive.google.com/uc?export=view&id=1oj8MrRff5Z4pmPLjcbznzytm2HvtIclt
360,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.451.24,PALM COFFEE TABLE,46 Cm + 41 Cm + 3.5 Cm,12,1,https://drive.google.com/uc?export=view&id=12tk6MWbiuOMtcZe1s_qrMyjx5B2n87a9
361,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.452.24,PALM COFFEE TABLE,48 Cm + 40 Cm + 4 Cm,15,1,https://drive.google.com/uc?export=view&id=1AQERzN4BpT_Ypia9lF4i-vl8lOp9jKFD
362,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.459.24,PALM COFFEE TABLE,50 Cm + 42 Cm + 3 Cm,13,1,
363,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.460.24,PALM COFFEE TABLE,46 Cm + 41 Cm + 4.5 Cm,16,1,https://drive.google.com/uc?export=view&id=1MbGbocrGldQovy7L5crcQ-s1oHprCZZV
364,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.457.24,PALM COFFEE TABLE,47 Cm + 41 Cm + 3 Cm,11,1,https://drive.google.com/uc?export=view&id=1KHAtG_P_gHqugRUdCQ4H76ptqyJlt5W4
365,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.450.24,PALM COFFEE TABLE,46 Cm + 40 Cm + 4 Cm,16,1,https://drive.google.com/uc?export=view&id=1jVjf3BMyBLhVgdLxS6P5n7UxbynEYC77
366,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.1273.24,PALM COFFEE TABLE,60 Cm + 53 Cm + 4.5 Cm,25,1,
367,Furniture,,,Semi-Gloss Polish,FALSE,,SLCTP.442.24,PALM SIDE TABLE,45 Cm + 38 Cm + 3 Cm,8,0,https://drive.google.com/uc?export=view&id=1GV2jMxXkcUEal3DWQnx8_KWbVZBydpnQ
368,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.444.24,PALM SIDE TABLE,43 Cm + 34 Cm + 3.5 Cm,9,0,https://drive.google.com/uc?export=view&id=1rriHrF7gYymPDseWFKqRjgdOoC3srYsz
369,Furniture,,,Semi-Gloss Polish,FALSE,,SPTPN.002,CONSOLE TOP POLISH,284 Cm + 54 Cm + 6 Cm,170,1,https://drive.google.com/uc?export=view&id=1G2ngjBsDweTx_bBFIHL5aqrs403t-TgQ
370,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.443.24,PALM SIDE TABLE,55 Cm + 47 Cm + 3 Cm,12,1,https://drive.google.com/uc?export=view&id=1-2rU7eDAzWF014aDJW04VyrM8zfgoMYT
371,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.447.24,PALM SIDE TABLE,43 Cm + 43 Cm + 3 Cm,11,1,https://drive.google.com/uc?export=view&id=1Sgb6PsAXRRDxri3JwCU0iDo2905AYByc
372,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.449.24,PALM SIDE TABLE,52 Cm + 40 Cm + 3 Cm,11,1,
373,Furniture,,,Semi-Gloss Polish,FALSE,,SPFPN.001,CONSOLE FULL POLISH,183 Cm + 29 Cm + 5 Cm,75,1,https://drive.google.com/uc?export=view&id=1Nwdi9N1iUsfqnfjmztv2u04PK38LnsuY
374,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.448.24,PALM SIDE TABLE,50 Cm + 44 Cm + 4 Cm,17,1,https://drive.google.com/uc?export=view&id=1_1ruex54JxZMDvUt8mwL1uTVgYRiRFw9
375,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.454.24,PALM SIDE TABLE,49 Cm + 43 Cm + 4 Cm,16,1,https://drive.google.com/uc?export=view&id=1hVPvf47Oiag5D4bwJAJysZIrcJv_N9H2
376,Furniture,,,Semi-Gloss Polish,FALSE,,SPFPAR.009,CONSOLE AR,163 Cm + 30 Cm + 71 Cm,44,1,https://drive.google.com/uc?export=view&id=1--Nenrfj-R-pXNjhFAdjwOtXSNZyv1LW
377,Furniture,,,Semi-Gloss Polish,FALSE,,SPFPAR.010,CONSOLE AR,163 Cm + 30 Cm + 71 Cm,51,1,https://drive.google.com/uc?export=view&id=1K-bEPt6-cwyYof0XII8V5MCwuFyDQZe9
378,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.433.24,PALM SIDE TABLE,48 Cm + 41 Cm + 4 Cm,16,1,https://drive.google.com/uc?export=view&id=1cM-3eybMBoC_BrS2k41YBZnLVr6pp7sB
379,Living Room,,,Semi-Gloss Polish,FALSE,,SPTP.33.23,RECTA COFFEE TABLE,166 Cm + 68 Cm + 5 Cm,122,1,https://drive.google.com/uc?export=view&id=138yi1D54ZjOg5zw8rjR0CHwUDvuxQMWF
223,Living Room,,,Semi-Gloss Polish,FALSE,,CFTPK.426.24,PALM SIDE TABLE,46 Cm + 41 Cm + 3.5 Cm,11,1,https://drive.google.com/uc?export=view&id=1PUmRaxPgfYYAiFi-TY3IyrHJvIsXfR5e
381,Furniture,,,Semi-Gloss Polish,FALSE,,SPFP.128.23,RECTA COFFEE TABLE,160 Cm + 65 Cm + 5 Cm,146,0,https://drive.google.com/uc?export=view&id=1ZboKXV-BFqQxkxIghkYloMQQSPzQSR7Q
382,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.435.24,PALM SIDE TABLE,48 Cm + 44 Cm + 4.5 Cm,18,1,https://drive.google.com/uc?export=view&id=1AOBX7OFybSr8dGG96UBVQd-vFMEKdEmD
383,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.434.24,PALM SIDE TABLE,47 Cm + 44 Cm + 4.5 Cm,15,1,https://drive.google.com/uc?export=view&id=1TOHgiIbGfUQqNRHZKuheEPql3Q3QtsoP
384,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.385.23,RECTA COFFEE TABLE,185 Cm + 77 Cm + 5 Cm,159,0,https://drive.google.com/uc?export=view&id=1wXqTsropooGfRdnPXJoFwFwCQ1ZXjf7s
385,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1245.24,PALM SIDE TABLE,58 Cm + 52 Cm + 4 Cm,23,1,https://drive.google.com/uc?export=view&id=1WhUIsvomhMSI4QDkIkG4EYm98weBwuGB
386,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.436.24,PALM SIDE TABLE,46 Cm + 40 Cm + 3.5 Cm,12,1,https://drive.google.com/uc?export=view&id=1gIMpLJURmo2Rt1nkHkQ3LmpzdTwRyIWe
387,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1244.24,PALM SIDE TABLE,55 Cm + 48 Cm + 4.5 Cm,22,1,https://drive.google.com/uc?export=view&id=1IWazaRiP_4mdUlgDCoJzILeP7W64tBgd
388,Living Room,,,Semi-Gloss Polish,FALSE,,MFP.6.24,RECTA COFFEE TABLE,90 Cm + 55 Cm + 4 Cm,41,1,https://drive.google.com/uc?export=view&id=1of_RBO0OfzLX5VZHtZHLP_4CCRL_KMvk
389,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.417.24,PALM SIDE TABLE,51 Cm + 45 Cm + 4 Cm,17,1,https://drive.google.com/uc?export=view&id=1AYeStFDihixxzlpxrtXa8ldIq3dyyBQq
390,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.420.24,PALM SIDE TABLE,49 Cm + 45 Cm + 4.5 Cm,16,1,https://drive.google.com/uc?export=view&id=1GDd9-zSHzPUmDMP1B6pLM9oKuzTUZEzn
391,Living Room,,,Semi-Gloss Polish,FALSE,,SPMOSS.30.24,RECTA COFFEE TABLE,81 Cm + 69 Cm + 4 Cm,47,1,https://drive.google.com/uc?export=view&id=1ih84BxiCdRIzsX8oAmELii_Emsfsl22n
392,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.421.24,PALM SIDE TABLE,55 Cm + 47 Cm + 4 Cm,19,1,https://drive.google.com/uc?export=view&id=15-7fAbid-mFYMnEIRPO5l8Ejs25JiW4z
393,Living Room,,,Semi-Gloss Polish,FALSE,,SPMOSS.28.24,RECTA COFFEE TABLE,130 Cm + 71 Cm + 4 Cm,71,1,https://drive.google.com/uc?export=view&id=1UsFrvea_7kIdLh_FsckyHq9Xeh4QhrNq
394,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.429.24,PALM SIDE TABLE,46 Cm + 38 Cm + 3.5 Cm,11,1,https://drive.google.com/uc?export=view&id=1vWGtdKVooIkNuav_M-fY2PPXlyKekzlg
395,Living Room,,,Semi-Gloss Polish,FALSE,,SPMOSS.29.24,RECTA COFFEE TABLE,133 Cm + 70 Cm + 4 Cm,59,1,https://drive.google.com/uc?export=view&id=1sIS9x7oGScrR9qHANfHADghCN4AaNJBR
396,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.423.24,PALM SIDE TABLE,49 Cm + 41 Cm + 4 Cm,15,1,https://drive.google.com/uc?export=view&id=1iE_NdUVyiVORXYg8e7jLwt35B3QHan7G
397,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1246.24,PALM SIDE TABLE,58 Cm + 50 Cm + 4.5 Cm,22,1,https://drive.google.com/uc?export=view&id=16rohF1uhuYZ_WFL3kj6mm2TLCqn7P5mB
398,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.427.24,PALM SIDE TABLE,51 Cm + 54 Cm + 4.5 Cm,18,1,https://drive.google.com/uc?export=view&id=1vzwbdbYHIEnWCVsiUyjjnl9Yn0jMnY24
399,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1243.24,PALM SIDE TABLE,54 Cm + 46 Cm + 4.5 Cm,21,1,https://drive.google.com/uc?export=view&id=1vnARK08svX2cEDpplDa1Lf_kLndgPTll
400,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1242.24,PALM SIDE TABLE,60 Cm + 53 Cm + 4.5 Cm,25,1,https://drive.google.com/uc?export=view&id=17t4KyU8VCAXv3pQbIjRziQf-DWsCDXid
401,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.418.24,PALM SIDE TABLE,46 Cm + 39 Cm + 4 Cm,15,1,https://drive.google.com/uc?export=view&id=1J0cp3tv7bcVC2Xpj8YTt357VDy_rv2v2
402,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.419.24,PALM SIDE TABLE,49 Cm + 40 Cm + 4.5 Cm,15,1,https://drive.google.com/uc?export=view&id=1WWp6QPs16ZSHgV4gsh_GuIRVS5dNwSsO
403,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.416.24,PALM SIDE TABLE,47 Cm + 40 Cm + 4.5 Cm,15,1,https://drive.google.com/uc?export=view&id=1V5pUlxB56OnBRjfRUKbPVZN8DQlqdKbx
404,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.424.24,PALM SIDE TABLE,46 Cm + 35 Cm + 3.5 Cm,9,1,https://drive.google.com/uc?export=view&id=1C0sfK0JbUimh_9H2uPegHlx7xNizAYI6
405,Furniture,,,Semi-Gloss Polish,FALSE,,SLCTP.438.24,PALM SIDE TABLE,41 Cm + 41 Cm + 3.5 Cm,12,0,https://drive.google.com/uc?export=view&id=1gMX_D6lkACqQZ3fFfZLEu165O4-Xn7ce
406,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.1270.24,PALM SIDE TABLE,56 Cm + 50 Cm + 4 Cm,21,0,https://drive.google.com/uc?export=view&id=1gebpwyQPWYPHN_S0eH-8UgJZrRmAy5xd
407,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.422.24,PALM SIDE TABLE,52 Cm + 45 Cm + 4 Cm,19,1,https://drive.google.com/uc?export=view&id=1ZQysLrHe2ArkRM0C7P85sZZ5MceYciJA
408,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.425.24,PALM SIDE TABLE,49 Cm + 42 Cm + 4.5 Cm,16,1,https://drive.google.com/uc?export=view&id=1mljxYWc8DETpm262iBIIklOPWoaOVof6
409,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.440.24,PALM SIDE TABLE,48 Cm + 42 Cm + 3 Cm,12,1,https://drive.google.com/uc?export=view&id=1QRinm1dpG19-3M6pa25BslChWAxElgjx
410,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.432.24,PALM SIDE TABLE,41 Cm + 40 Cm + 3.5 Cm,12,1,https://drive.google.com/uc?export=view&id=1Poj9eUHQYy27qiA06k2F7RR8-LTNaOzp
411,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPK.439.24,PALM SIDE TABLE,48 Cm + 42 Cm + 4.5 Cm,15,1,https://drive.google.com/uc?export=view&id=1grWZxH5Sp3TPLGurkbGGn_pB1iAQ5LJM
412,Furniture,,,Semi-Gloss Polish,FALSE,,BP.21.24,BENCH,345 Cm + 64 Cm + 55 Cm,1125,0,https://drive.google.com/uc?export=view&id=1J6j1aqZ33dPv9fnONDw1ql5M3FPbJWxR
